# Tests d'attentes sur macbookpro DATE: 2016-02-10 HEURE: 20:16:04
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 1 threads.
  #_CHRONO_#   soit 10000000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
  #_CHRONO_#   soit 1111111 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
9 239  #_CHRONO_#  239 ms.  pour 9  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 10 threads.
  #_CHRONO_#   soit 1000000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
10 265  #_CHRONO_#  265 ms.  pour 10  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 11 threads.
  #_CHRONO_#   soit 909090 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
11 197  #_CHRONO_#  197 ms.  pour 11  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999996 actions avec 12 threads.
  #_CHRONO_#   soit 833333 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
12 207  #_CHRONO_#  207 ms.  pour 12  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 13 threads.
  #_CHRONO_#   soit 769230 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
13 237  #_CHRONO_#  237 ms.  pour 13  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 14 threads.
  #_CHRONO_#   soit 714285 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
14 240  #_CHRONO_#  240 ms.  pour 14  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 15 threads.
  #_CHRONO_#   soit 666666 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
15 270  #_CHRONO_#  270 ms.  pour 15  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 16 threads.
  #_CHRONO_#   soit 625000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
16 290  #_CHRONO_#  290 ms.  pour 16  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999995 actions avec 17 threads.
  #_CHRONO_#   soit 588235 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
17 260  #_CHRONO_#  260 ms.  pour 17  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999990 actions avec 18 threads.
  #_CHRONO_#   soit 555555 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
18 317  #_CHRONO_#  317 ms.  pour 18  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 9999985 actions avec 19 threads.
  #_CHRONO_#   soit 526315 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
19 274  #_CHRONO_#  274 ms.  pour 19  threads
  #_CHRONO_#   Date du test : 10/02/16 20:16 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 10000000 actions avec 20 threads.
  #_CHRONO_#   soit 500000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: STAMP
  #_CHRONO_#   Taille du tableau: 10
20 319  #_CHRONO_#  319 ms.  pour 20  threads
