# Tests d'attentes sur macbookpro DATE: 2016-01-30 HEURE: 03:05:06
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 100000 actions avec 1 threads.
  #_CHRONO_#   soit 100000 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
  #_CHRONO_#   Taille du tableau: 10000
12 451  #_CHRONO_#  451 ms.  pour 12  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 99996 actions avec 13 threads.
  #_CHRONO_#   soit 7692 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
13 314  #_CHRONO_#  314 ms.  pour 13  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 99988 actions avec 14 threads.
  #_CHRONO_#   soit 7142 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
14 398  #_CHRONO_#  398 ms.  pour 14  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 99990 actions avec 15 threads.
  #_CHRONO_#   soit 6666 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
15 396  #_CHRONO_#  396 ms.  pour 15  threads
  #_CHRONO_#   Date du test : 30/01/16 03:05 sur une machine avec 8 coeurs.
  #_CHRONO_#   Temps de calcul en ms. 
  #_CHRONO_#   pour 100000 actions avec 16 threads.
  #_CHRONO_#   soit 6250 actions par thread.
  #_CHRONO_#   Mode d'action adopté: RWL
  #_CHRONO_#   Taille du tableau: 10000
16 295  #_CHRONO_#  295 ms.  pour 16  threads
